	Control_P0_1	Control_P0_2	Control_P0_3	Heat_P0_1	Heat_P0_2	Heat_P0_3
folt-1	0.347083938866083	0.370953844148256	0.295088170117271	-0.350096009292377	-0.532620261234943	-0.581134909279693
grdn-1	-0.229697782466498	-0.279858095328264	-0.545441813518688	0.0999537229818761	0.121206589867737	0.0666517379136828
ZC449.8	0.751944738959435	1.08331476211482	1.0610389697969	0.541046926572913	0.422807894621661	0.628199577928336
vps-60	1.22558936500719	1.31278612142188	1.28918152794671	1.60884538579544	1.50914313919193	1.65811858042259
math-27	-0.616306582554583	-0.317473807455657	-0.467294773851076	0.0531910678738104	0.19937333689576	0.433666733500499
F53B2.8	1.41831535270941	1.53380456647273	1.35283822782959	2.16069402039332	2.06473469251638	1.77955077088157
mir-238	0.256214895790065	-4	0.381791718903371	1.36156005207435	1.08841680404682	1.01506172039205
ZC196.5	-0.589892796185206	-0.312239804328329	-0.656167593605773	0.147359744639091	0.0661067334722987	0.448661111808432
F48G7.8	0.636702681894653	0.744664041810966	0.753850012890436	0.368497927881069	0.437174373331646	0.211061649583895
crb-3	1.47592892040213	1.4855858999019	1.35723015550408	1.92713766563168	1.95547068403062	1.75568150180872
cyp-34A8	0.820231867713996	0.914669125652712	0.885479253960071	0.458367464371292	0.382407317517275	0.670525392326911
srt-14	-1.68703154658958	-1.68912916071174	-1.86142834462696	-0.542237876140748	-0.731753880077185	-0.267444355126746
E01G4.5	0.270236751120123	0.311791232445178	0.248019223860471	1.20364820137942	1.18231540913987	1.15443931585564
tag-68	0.512943476846029	0.459130519659271	0.371581268105593	0.089504754170742	0.0809612843391701	0.0130066860653049
bcmo-2	0.332177041092544	0.184475399509626	0.238103935067421	0.958032337584219	0.988949989602109	0.556598683932096
F54F7.14	0.140828804252735	-0.00739434958061173	-0.202984844833436	-1.20030394788768	-0.950871427614077	-0.945051084880548
C55B6.1	0.383250651421083	0.279689957250699	0.352638402170685	-0.347446505359297	-0.25858184371427	-0.0524262731901301
nspb-8	1.7830152464849	2.00975180525123	1.72454662193699	1.33430284442823	1.27855262607515	1.24942959618217
F58H1.5	0.37456370700474	0.406312789224029	0.420963471964197	0.115864237014059	0.0460904760898311	-0.249075995036023
ttn-1	-1.29530831653599	-1.20279465056669	-1.3843737418235	-0.948890606486299	-0.982305621551834	-0.956565797676967
F58F9.8	-4	-4	-4	-0.153973344037048	-0.288221302735945	-0.305873389013279
otub-2	0.278547057413569	0.366092646268782	0.313738678413275	0.557219774938198	0.67073110224218	0.790888277179268
nhr-114	2.3299125520657	2.26282733122399	2.30136563735257	1.6709085141911	1.78740908421526	1.66925754662542
C49A9.6	-0.0742355915532741	0.166672624980356	-0.00104878395052812	0.491445274817364	0.426252781545826	0.614009074226659
F19B10.13	-0.521815995408421	-0.921645578515399	-1.39529706982551	0.331615178269674	0.466624042444451	-0.119583848338896
let-99	0.633789579316407	0.681611199421487	0.759868807410111	1.0032086633038	0.878670936099303	1.14368052084323
clec-227	0.611823097956608	0.590061062873175	0.342348048202332	0.162441813686399	0.181035579288423	0.0658260938834611
fpn-1.2	0.315768271925891	0.203704978200314	0.201521922160611	-0.556452552680316	-0.533123269456479	-0.764554302002523
K06H6.5	-4	-1.69167881658418	-1.56453234258056	-0.683044801986019	-0.491377627948858	-0.932472891415152
C31B8.7	0.524814603058139	0.342829213928791	0.207761674629524	-0.777056353058831	-0.527436191589482	-0.735400605129529
hsp-4	2.15571671794308	2.12017826780755	1.95037360519121	3.14568109293057	3.24815155430778	3.11543160906037
T12D8.9	0.495150331015942	0.599106403617501	0.425136226256275	0.723416563371313	0.770251229505162	0.880531507136163
srr-4	1.00644501282904	1.05410362743462	0.809224755997151	1.40805309293886	1.45507142697753	1.29760630409634
F20C5.4	-0.376415148250969	-0.215827687545174	-0.292243173043065	0.126821300109178	0.00727059425592415	0.056996969459671
K05B2.2	1.00975458989038	1.08208536336634	0.90771016408417	0.475842519440888	0.612967429933231	0.590069362365963
M04C3.2	-0.88467166388075	-0.782114297667938	-1.10129588800547	-0.405946186843418	-0.409816699050474	-0.275354297253851
rbg-1	0.265285336460955	0.32910273531985	0.289034433069013	0.626702210135558	0.601270880454636	0.632383957268094
scp-1	0.109924357904158	0.104725794380482	-0.0386368690076724	1.4994900379747	1.62155490180916	1.77811680461159
alkb-8	-0.0812435858559431	-0.115061650670303	-0.0110468644965952	0.233536248879874	0.25507993680236	0.360357452887353
tbc-16	-0.640768019902816	-0.744282412295343	-0.917503432705281	-1.43748973354371	-1.96309049211231	-1.95731813635025
Y43C5A.7	1.50605268256119	1.76323017164168	1.62036962984663	1.01053194921246	1.11132590146114	1.3019276562091
glo-3	-0.436620748479016	-0.589946048124426	-0.599424750646024	-0.138515407652867	-0.173719694800107	-0.160070851648265
E03H4.8	0.67758388045885	0.869429519788581	0.721584253562489	0.28122109826956	0.245914976204156	0.152212266696907
arrd-16	-1.65335479915473	-1.17964352685026	-1.05212010734593	-0.207454125820935	-0.0571254054510986	-0.0155888612991136
linc-39	-0.286292063283339	-0.066584546760966	-0.637725790932175	0.877591783245942	0.959585451322715	0.296421361231264
F14D2.14	0.668457979567062	0.575627671548137	0.533759208786176	1.18576955915549	1.04609705038757	1.1471386051155
R04A9.6	-0.26595619327345	-0.29909196617119	-0.046500608734511	-0.844611952665397	-0.560261968841154	-0.62696092392347
F33H12.1	-1.62966914831028	-4	-4	-0.6228846864651	-0.974982945450275	-0.872333797609895
C54F6.5	0.782869714332255	1.13486628439208	0.929639828805313	1.32914101484085	1.29330198856888	1.42025270544524
hlh-1	0.574961139144107	0.577788389219075	0.576431672927794	0.20815778172883	0.20555371494573	0.116117346392775
F26B1.8	2.14859881135093	2.29021279882566	2.42516683396582	1.97553250905901	1.94087045447049	1.85239663525603
C30E1.9	0.463107183519735	0.468487128224987	0.288206632535842	1.4941509260435	1.67428872550086	1.79276354544497
hex-2	0.52769894865931	0.511947651297559	0.406876905667508	0.0882739527889256	0.047322138582112	-0.090926842015268
F54E7.10	0.727801774194202	0.875453859261703	0.840417809159046	0.25594867229456	-0.448462099237002	-0.141668394155664
mua-3	-0.189361830536816	-0.0618960595608308	-0.150786395595528	0.162996713613169	0.203432250992202	0.0434689954172358
T07D3.4	0.262098797574101	0.238802914788281	0.469859391453163	-0.380641291652064	-0.265630301583193	-0.0459567586192101
fipr-22	-0.966010781317039	-0.843278883448098	-1.14125804642636	0.0598113722553823	0.373983718512633	0.315353893112171
skpo-3	0.812987979731594	1.15216964170368	1.13057697594473	0.493550426752628	0.516122277422451	0.704664965328564
nep-23	0.140828804252735	0.0732952692045404	-0.00242136787821461	-0.477677054116027	-0.528956851405143	-0.840397744890774
hacd-1	2.26562778625147	2.25418931711653	2.43095632594027	1.5980265395581	1.82393888591714	1.69484957331262
F59C6.8	-0.474812670424212	-0.552615841811718	-0.843906161506914	-0.124004491060454	-0.155991071327515	-0.397903668788548
T19D12.9	0.195403408213625	0.111631361459818	0.12910531839129	-0.340139946265195	-0.0393010894094725	-0.510503658343778
F13D12.8	1.61406785108693	1.72538193344281	1.80026407522095	1.41646698920812	1.43253375619507	1.28889111656282
M04G7.3	0.373872734488472	0.340219524729508	0.262602705380331	-0.14841508617195	-0.00450221143372372	-0.230595800418643
W08E12.3	1.77974738090291	1.87483219537824	1.58845398865181	1.33998566561141	1.44097744567627	1.2932726316774
his-2	0.165474506810897	-0.043740515070288	0.180840864242659	0.683484446254921	0.649222372022592	0.569135226231694
Y37A1A.3	-0.00269412195574594	-0.0492162127481293	0.0137426541691679	-0.713085912867636	-0.48364755365812	-0.799899574726434
nob-1	0.778843738877627	0.760345744542041	0.778414220025591	0.505932082081884	0.414397889486954	0.375870675431646
sur-5	1.14572872343222	1.22443195168066	1.2984675580136	0.825334856175186	0.834878352471499	0.804461296457214
cept-1	1.41335316146718	1.56843742322086	1.64481967217957	0.828320350977474	0.894216442711369	0.812520618591281
bed-2	0.916859085864155	0.884106065169934	0.73468131726501	0.173798594886593	0.346356939200255	0.237842339695245
F34D10.4	0.680284476198393	0.734921600582665	0.663074525796303	1.0031310074841	1.02484905403731	1.16817478930363
clec-221	-0.149705852220191	-0.297916841971843	-0.170248049389549	0.945139676469883	1.05775972570692	0.648617839802025
W01A11.7	-0.352795089695056	-0.530944602956667	-0.431312807269894	0.413672585756812	0.535823488566373	0.466686419737059
C28H8.5	0.642146368847434	0.559384623036876	0.417389773580249	0.978101608625549	0.996013481442283	0.7679345344577
Y54E2A.10	0.440421563043586	0.389382302275737	0.43388734933108	0.0392365984972972	0.0102195826508151	-0.224256692751777
K04F10.1	0.720589262033374	0.72038200870678	0.618573240475156	-0.0548159764561186	0.00782460470830327	-0.045929954125124
C37C3.7	0.0933141972864517	0.0912064751223188	-0.0190708363573964	0.278980104085074	0.382581062861131	0.359852079867073
Y58A7A.5	-0.178590152213471	-0.0143872534971127	-0.0249980798953935	1.45733970430615	1.40046204764491	1.15463120603306
B0205.13	1.45042910808954	1.41972452807699	1.58704686054922	1.87862261091702	1.81186960285087	1.71855035165301
hsp-70	-0.228682235721005	-0.648813553573358	-1.24071897524396	2.31257191386519	2.34979434836589	2.4609212367184
C16A3.11	0.84300260997262	0.965831918162858	0.98746905868631	0.0733391383636995	0.447990516413187	0.0278725451608172
Y69H2.7	1.06155930665026	0.995495702599146	0.986067549034124	1.37118108864313	1.3466549107714	1.48322894281843
C47E8.4	0.938816548107467	1.12786189635581	1.29132491250931	1.66212532401911	1.73401968388473	1.8101787841976
C06A5.6	0.711476979567787	0.823634739794454	0.839999218083312	0.998239767945515	1.01182257671105	1.1784866445101
T24D3.2	1.35586689178687	1.47495333564947	1.47202823730196	1.10248000187454	1.00637235464647	0.972689668945653
ucr-2.1	2.4061402151385	2.36372677869788	2.23738099700008	2.68345253824738	2.63958942071035	2.63604164513039
tsp-16	-0.020873162726017	-0.0331989085903876	0.191382935839268	-0.507487413411279	-0.424109406236298	-0.480415834628346
oac-14	0.328937731086885	0.255628970344398	0.0644702902536202	1.23980464537296	1.26934403176099	1.03034059408505
sqst-1	1.2107536747553	1.27591312636603	1.22612721321288	2.22899963695692	2.31728388565313	2.33400020062503
unc-45	0.866473873529376	0.745471841908818	0.47773399611483	1.21311367859129	1.17830738719005	1.16397427262362
F54C1.1	-0.118918492557436	-0.0821129601593962	-0.156057822002953	-0.740368059233407	-0.870761756387008	-1.08657719919293
pph-1	1.13455163788632	1.22454308944879	1.05069569352105	0.78668007552466	0.737168332930347	0.829818752901305
F08A7.1	0.664864089622265	0.688461100360114	0.600910466214791	0.0325397400975675	0.0604223278087556	-0.188995343180069
C39E9.8	2.17274368746762	2.1663168129627	1.99490257596148	2.41665229233121	2.3907193139753	2.40976489753171
drd-1	1.40476914096863	1.36504299602717	1.39817751208244	0.691814740750715	0.819676827094798	0.557826017857703
F18F11.4	-0.622448486486115	-0.581107223940381	-0.821270943280047	-0.152502469015007	0.016051713176631	-0.285101252389367
B0491.6	0.0225216888782271	0.192665280576056	0.201775471104154	0.434570890880104	0.423641129173863	0.62970854297626
F48G7.5	1.85806493386818	1.90098204266246	1.74372159349733	1.4592410782059	1.43146852660667	1.32365633429258
str-31	-0.694043949256344	-0.793006878082418	-1.2668422576218	-0.246392078979822	-0.060354005919361	-0.355509919379478
W02C12.2	1.26597394566105	1.21218389036628	1.29199042084074	0.959956964830447	0.889108119921544	0.827034256148077
ptr-17	-0.449300546439021	-0.45140784447969	-0.711796356481547	0.112895933535476	0.125581127710492	-0.233563825466721
F29B9.5	0.687316517530359	0.411707610739378	0.363309097116037	1.07079088844189	1.04443738885026	1.0122909667557
F56D5.2	-0.746577526768774	-0.845533387008357	-1.07665055133779	-0.298943423924982	-0.277693037896296	-0.607565982009231
catp-3	0.546671860563495	0.717981901982785	0.497161734218219	1.1988262219827	1.20239408208491	1.32838705948259
ZK355.3	-0.805868031699346	-1.40919807221534	-0.680354914547636	0.35993827480765	0.654475124790343	0.170234127353743
ncx-7	0.0686942700371223	0.168036436810087	0.1727941228447	-0.627423605976015	-0.486885165429991	-0.973699481029975
D1005.t1	1.34755943092874	1.31478287148309	1.36435012499558	1.71526886370163	2.01224086945139	1.97217449445829
F13B9.2	0.107781762208875	0.0162814058957566	-0.320865537037384	0.58397945669338	0.549552163374103	0.458470519910455
Y53F4B.7	-4	-4	-4	0.251829331954196	0.031406861743665	0.64948086156671
T07F10.5	0.685404357798167	0.802904243995607	0.920422088507995	0.368329178748193	0.357150734453303	0.229443860364963
Y43B11AR.3	0.506566254275069	0.4727028625785	0.308264073175433	0.609137851499111	0.725442338256104	0.766029225814978
T05C1.2	0.97872141768844	1.20155152106708	1.24634882748738	0.8225692799978	0.688301259916656	0.494559420409541
nhr-84	0.395740070016727	0.234582102794359	0.0654108814558057	0.675255885554718	0.739093312235931	0.921007371592714
nas-27	1.42689626474609	1.54066137209238	1.06408243691549	0.0202890818319071	-0.396087890014697	-0.556545464683254
ugt-66	0.297753507093969	0.306853382382291	0.0310551890099525	0.968148528735743	0.851064637633086	0.592903735063543
K07E3.1	-0.461955406218953	-0.362290172401081	-0.379428949517469	0.306421505675528	0.347740523373955	0.461265570065265
W09G12.7	-1.19498139685747	-1.19708597905211	-0.796806093140282	0.182734796986254	0.180656803996896	-0.0475810820303857
ugt-13	0.240169976900195	0.468881904946947	0.598469495240999	1.46466134179582	1.42045104204272	1.55387257420837
ceh-100	0.0475437829056646	0.0611574731750554	-0.0629512583437773	0.266685075052254	0.219987342364017	0.408448508749309
mam-1	-0.523528620058408	-0.765288811318937	-0.786005515346333	-0.180879495552446	-0.188708755836884	-0.49079469429311
H10D18.5	1.10443604980062	0.979405851008297	0.903334798459505	0.607076872465747	0.587001454916825	0.433966856862492
mig-13	0.74286524353982	0.799877837178201	0.740482964195174	0.401686695573463	0.501902625107508	0.31651041443389
D2085.7	-0.11377478751914	-0.212778241053205	-0.0960995671804212	-0.540951524556727	-0.487529799746293	-0.586405509105922
toh-1	1.88589157903141	1.80349069756015	1.55155907568491	1.21583025484574	1.11902657956386	1.20589799936909
pqn-62	-1.49310903698752	-1.3195720955954	-1.12526209061349	-0.752028010661636	-0.939411437494643	-0.559347446416194
ZK1010.8	0.266874635634142	0.247734462247997	0.0521328012167611	0.766812283151582	0.939377735347817	0.814871135207085
F19B2.5	2.28788731702113	2.20185484186156	1.9474659728665	3.63085797050125	3.71600217326432	3.67184413785949
C49G7.10	0.551776806117078	0.561817524480571	0.484791174394612	1.48150390288043	1.57189544913825	1.3375054643006
R10E4.3	-0.183489754489837	-0.369206677903578	-0.374140320554403	0.131543261870892	0.140542353379104	0.0372318338995623
F29B9.12	0.712319435798541	0.671504670186589	0.695795869411346	0.0495500748164696	0.187299626443271	-0.083056905583384
T07D3.9	1.31431143002558	1.39551471851715	1.42173368758113	0.996612990738027	1.01263042721295	1.05366887863617
C46H3.2	0.737901914248411	0.763978251023875	0.70929590603592	0.343094468003082	0.348471978066927	0.42255926675202
nhr-45	0.0431002756583616	0.146088571465963	0.0505831604407558	0.436352510548598	0.572538194865172	0.538526412888838
daf-14	0.133767464549691	0.341952776214964	0.360498241949357	0.612146155241668	0.660164975170608	0.77003762374576
T28C12.4	0.158696604054237	0.296410813732063	0.256469057343641	0.608299662343461	0.641233967081756	0.930800196195537
clec-180	0.332448390383631	0.292162820183446	0.137218668383593	0.759817571342098	0.845330345238175	0.488388169121624
hxk-2	1.40539493048185	1.42474053705192	1.3544060727024	1.01799153248247	1.04209700374923	1.07128581810828
Y45F10D.2	0.300519984899013	0.728523158112239	0.66673570359957	-0.406936908920591	-0.361334100110244	-0.241589291005373
sod-5	0.259036152481373	-0.000176720738906826	-0.0570043115741877	0.745367967092021	0.560075617254045	0.799106317500376
mig-1	1.174422033924	1.03567459232236	0.979515659403588	0.703952041609287	0.742921355537106	0.649796360854953
hsp-16.49	-4	-4	-4	0.468028277046905	0.388706363434478	0.42255926675202
H01G02.3	0.612121993222872	0.566109800603452	0.457072576779059	-0.153364748820803	0.0109194250208939	-0.0439472011920604
R06C1.6	0.423403980085264	0.451606971637372	0.436088258827001	0.754258703333049	0.74590921258813	0.746057587481215
clec-8	0.67289337181062	0.740757389126731	0.529634532650254	0.219538747058663	0.299994850688273	0.289274352174313
K08D8.7	0.936047980798798	0.987624383675558	0.90372565785702	0.43936609224473	0.483451908492635	0.362299530534617
nkcc-1	0.912716231389085	0.89704819222327	0.743122126673305	1.1787173476361	1.11111472172434	1.15751247584977
gnrr-2	0.57902622011427	0.676300662152412	0.575514485397375	1.04013853201118	1.11921600337368	0.938703851962885
col-40	-0.299166046578151	-0.944430809468374	-0.455270600856779	0.742453579597785	0.918906234781142	0.967229423640374
F55C9.5	-4	-1.10626811197575	-0.280079617353246	0.146811085653695	0.228135209072659	0.0344028044126054
tpra-1	0.192898869956949	0.226116888532619	0.186119422224563	0.613756746361315	0.69620702374025	0.691439557179135
fipr-24	-0.114418580081361	-0.639272441404368	-0.988469113767974	0.438066109580842	0.402011294801806	0.525218152972007
ins-14	0.0399365212309051	0.179146916614091	0.466524604182551	-0.667447116795783	-0.718717951783621	-0.712895469252663
W05E10.1	-0.173811667118194	0.049583611054319	0.0577978054970162	-0.360296177748056	-0.449358224194631	-0.67193019197064
sinh-1	-0.712946755036677	-1.06695449127637	-0.781899943071075	-0.415805045092551	-0.516289759452523	-0.255256175285295
twk-26	-0.127989592985577	-0.145889298773617	-0.176556582708881	-0.656728176900729	-0.707999629089356	-0.816054802995929
C07G2.5	1.12231727249513	1.15642130505244	1.17060269421914	1.52871261987237	1.55502124969856	1.6232576200205
F09E10.15	1.36313573038563	1.3739927684705	1.37389695071468	1.88616632533431	2.11705185256754	2.04857202495037
cebp-1	1.16328030578445	1.20583284013307	1.08138017860579	2.04550568494714	2.16763564118319	2.06808829613883
T27D12.1	1.34226222455635	1.36438411349737	1.21985056293805	1.80290316642689	1.90716086761408	1.76592849141405
F22F7.7	1.61331066025941	1.485561764516	1.43235319289074	1.18542805683977	1.03433738225728	0.963148423173984
F10D2.10	0.724269098524601	0.692319767116991	0.727169256390422	0.350826570407526	0.403533034819056	0.233275518125401
fbxa-52	-1.32366941605209	-4	-1.79832429803391	-0.520104235945576	-0.492228087993109	-0.78730128777996
Y75B8A.39	-1.50713908650668	-1.20891220431067	-1.20616461764132	0.268951123645191	0.147624640010641	-0.407137159541154
Y43F8B.9	0.880460213443308	0.852905573239696	0.967289456779654	1.25575461848427	1.42211401660639	1.37419438571057
Y39B6A.25	0.283967108724922	0.0473812979137184	-0.314515087819933	0.623645014280057	0.685387006048333	0.329237482608642
F54E7.11	0.939985040710094	0.96836615479324	0.927265359461233	0.346396954233853	0.295103254184867	-0.138366214515456
F15B9.11	0.820888621349818	0.950896352892557	0.791569988219263	-0.124845220547551	0.124863304334629	-0.170309472437827
tftc-1	-0.838633411674976	-0.791554072414171	-0.89346627085591	-0.497900544173062	-0.519900216491106	-0.284798053731518
dos-1	0.487599019105634	0.618609632054868	0.43472572508478	0.14770925255427	-0.060354005919361	-0.115219614900119
F23H12.5	-0.684526802770194	-0.54838854249656	-0.859869387057427	0.0135891506720138	-0.00223312167481567	-0.280692675807793
Y39F10C.3	1.28692768007305	1.17691503682514	1.18754914051355	0.962172826241536	0.900737762458208	0.671995056077194
tyr-2	2.11431155898314	2.22990789744727	1.92402814830026	1.72030490030815	1.67558436193644	1.76839716980744
cgp-1	1.5398976141092	1.56194499491426	1.43071027867097	1.83086608278209	1.84852783790271	1.8678163579908
pqn-44	1.04215446502053	1.16897072378663	0.943211509141787	1.93641277932304	2.12078845495914	2.19514370807111
math-4	-0.071645982300129	-0.0861025794434809	-0.243028346891779	-0.43929170185818	-0.666596953402312	-0.496979830739665
Y57G11C.31	0.67480133449662	0.686579460248695	0.610758924241044	0.251517915552423	0.230891766695564	0.00825504101118497
srh-217	-4	-1.68138822899449	-1.85370576509816	-1.0983370835566	-0.627115413684598	-0.667029670425074
C13A10.1	0.436391830283805	0.340225708643571	0.274454359229295	-0.180641991508058	-0.125490664941139	-0.110327117944366
W08A12.3	0.932637136482164	0.950943499352935	0.915100891972336	0.482175454300974	0.413848400635368	0.41090010085717
tir-1	-0.119942803980786	0.0732474487227375	-0.036567615319294	0.20076126886538	0.285680004989064	0.396917028907523
K09D9.1	-0.0955671751410807	-0.0609564068293603	-0.371081503162432	0.630565640490755	0.79804575243128	0.419584748197557
cdd-1	1.30018514250679	1.41296525074885	1.50510610613399	1.79334393595353	1.88024468289992	1.90374256123404
cyp-43A1	-0.0246647434583817	0.184063186788559	0.264752565300023	0.485789413895885	0.500421305036337	0.64768528223667
nspe-3	-4	-4	-4	-0.4409469643828	-0.0663436764932666	-0.361498915462498
gem-4	-0.956413925660526	-0.728233553484054	-0.789563776365179	-0.198158525487785	-0.384116612091943	-0.419674811141323
B0303.4	0.295016927391293	0.393744864142691	0.376480486685055	0.612742075135079	0.549169899225255	0.756769516429996
gpc-1	0.471805275307396	0.651112518115419	0.589266780869957	0.187215106151738	0.0487793735107571	-0.0545291604059379
Y48G8AL.16	1.95546596664934	1.81578460758194	1.77767786730182	1.37395315971112	1.46430109259037	1.13942759603158
K11H12.8	2.41955116748547	2.3837173816059	2.37092649885094	2.82666211911108	2.67997296735126	2.77234062837655
W03G11.2	0.161254380140902	0.208989741535857	-0.0445572115928963	-0.561089163971906	-0.255917804099121	-0.346984038655881
C29F7.2	1.2092187602729	1.04558536928047	0.945505519814847	1.43806659809421	1.35797175794391	1.40515108649879
cnc-11	-0.274094303632632	-0.276201799054685	-0.574398781383567	1.21140530733766	1.1646099598133	1.56747730483588
xbx-4	0.53874997139425	0.680545155402815	0.619434061450705	0.0420841820379433	-0.0413882995127246	-0.19524331986645
qua-1	0.221856710129963	0.192747389637863	-0.0613928755551012	0.693861515118783	0.748904495740608	0.384164393132654
mrpr-1	-0.1744081364898	-0.109578239253785	0.269891927228724	0.599912001913507	0.833847033719388	0.933352283273328
nhr-17	-0.214883820136233	-0.0708837816582462	0.141108116072877	1.04618587265616	0.931541070373758	1.25752457947697
R05H5.4	0.909253622298997	0.786644880534049	0.560831873314998	1.14663368607226	1.08061478553067	1.0905054033947
dnpp-1	2.12313362769931	2.11949889261663	2.06752646629255	2.40856133867881	2.40960263172836	2.43821541473617
Y34F4.3	0.309731360183186	0.269836954555094	0.180049130536149	-0.442134856894194	-0.347326553844465	-0.70935201144147
R05F9.6	1.61021926298849	1.54509621328951	1.39761943960148	2.10160652702243	2.12217251506095	2.16162723607606
gst-31	-0.280312246535261	-0.445109210162894	-0.317449280857631	0.139397739974836	0.16065074992761	0.291407196898865
efhd-1	0.709948218043271	0.734843087988969	0.712228068495449	1.23778174797576	1.22215232639977	1.33737526507337
ZK822.1	-1.21737181073061	-1.42316448666099	-1.21672874038678	-0.936255031975681	-0.686685215484907	-0.569759098969021
T28D6.3	1.52488094817798	1.47997010192352	1.74944349160211	1.13186552832075	1.19666226095682	1.08872388346075
vps-45	0.846520047267233	0.782458293484782	0.669819021644212	0.352343655522528	0.398952784835257	0.392657915655093
C40H1.2	0.501906026183124	0.441808215971338	0.487202937299797	-0.198851623619587	-0.0283213226866261	-0.165146146680704
rbc-1	-0.503476368603814	-0.401784489044353	-0.512445115678219	-0.0421598058711623	-0.0990712702660316	-0.0725314981884274
F22B7.9	0.133650742989789	0.122400308831487	0.377319214296748	0.950446743540156	1.01430884387773	1.10667022795524
F09C6.1	-1.51483503882497	-4	-1.08911205200364	-0.410779262702981	-0.420680150524339	-0.6780035377092
fkb-6	2.21762682623645	2.195568180439	2.14181030445737	2.49388817022152	2.47062252499382	2.50639881552031
T13C2.3	0.442579788940373	0.445957672858931	0.302466592706163	0.0558712346936038	0.128077014075635	-0.171416732155266
atf-8	0.0792375180266708	0.144071396425105	-0.085973691706336	0.948714096437161	1.0553341702182	0.945605943226756
K02E2.1	-0.380463817474658	-0.488997423832292	-0.315593262729366	-0.0240988475789498	-0.0447239472039934	0.0252119019230202
nhr-237	-0.989754913790064	-1.21342543117406	-0.961109158872938	-0.304940697173473	-0.404518937721895	-0.286745856022464
fbxa-125	-0.099697207267944	-0.0411141549032744	-0.34568377267801	0.475452044570493	0.522534107134236	0.136267847746334
fbxa-48	-1.38060233143087	-1.38270514826336	-1.55553046496147	-0.798884829773066	-0.48234571634413	-0.719462441030195
kreg-1	0.88397674104475	0.83766582431388	0.735684169025361	2.54107702349943	2.80238750824357	2.21941467176972
F11C1.1	1.04131900289391	1.07031921961073	1.16690088001253	0.673849143707219	0.839259186254475	0.725287486766152
F18A11.5	0.627688728559464	0.463734710610385	0.40827439209649	0.790239828352256	0.856773324617903	0.779965105218955
F19B10.14	0.215683704526555	0.496109828260956	0.303473174777658	0.773329606772781	0.787151403660504	0.651227283964025
Y43B11AR.7	2.06191086896715	1.94704976783444	1.79547185386288	1.08277134531551	1.01508538206191	0.752069071847021
F35C12.3	0.799579664751886	0.690579503824439	0.609685259299893	0.316886709663484	0.387456921995762	0.11913979778849
pde-6	1.78831978538949	1.66701381186488	1.5130706735887	1.07611640565769	1.0658977805451	0.921432104414029
bath-47	0.0197732679140919	0.0217051689059484	0.124563633712832	-0.673630855169755	-0.557484008574421	-0.949368631883299
crh-1	1.02129155153471	1.05373791935508	0.850319110757443	1.39646906356165	1.4731202074745	1.37996218504653
B0294.1	0.559224978623073	0.709723739763422	0.741006264165203	0.275151488926126	0.251008900143515	0.243470875659752
Y24D9A.10	0.489063709783423	0.0476479577644179	0.226478105205206	-4	-4	-4
Y69E1A.8	0.639212344431562	0.587131746774081	0.454225192713298	0.879777260445494	0.900925097314954	0.708447603049673
doxa-1	0.940593030247194	0.971780361973692	0.726258049090484	0.322995926183699	0.33929838666423	0.105995034309444
lea-1	1.70710588660194	1.79204991696104	1.63733948864084	2.21319709823515	2.17927412918498	2.42365750054368
W06H8.16	-4	-0.433289462736523	-4	0.452234557373599	0.525874750474184	0.883875513868429
cdr-4	1.26904554891816	1.32303570695898	1.27603824750148	2.11809062483827	1.97236889590927	2.03207624662215
R11G1.6	-0.124165603754216	-0.0613404755136086	-0.185301570160829	0.119903906854266	0.240143416094253	0.245968593667066
T22A3.13	0.437155388005264	0.381364812218214	0.196453285054816	0.625052044657329	0.696600075206983	0.648907343666836
clec-196	-0.158558539109875	-0.114914923894919	-0.174302513088314	0.956296353554668	1.37577830319321	1.21185357092864
C10C5.3	0.934068857952111	1.05907754142143	0.982909805985452	0.169178978577812	0.194896318910845	0.354528165200132
Y42G9A.1	0.405100529456158	0.42955072989286	0.491823368425342	0.00923836758007657	0.206250354276425	-0.133125792953024
B0457.4	-0.430627989277893	-0.49966249734461	-0.409785957685098	0.108311682629076	-0.060354005919361	-0.0398075449043854
Y94H6A.10	1.71705096213967	1.75339052412791	1.68368857862795	2.99747350743024	2.94303536232085	3.03720257801723
hot-3	0.168579928895443	0.176690656386599	0.214978566446335	-0.349234411396722	-0.359135640036925	-0.491577413337424
nas-1	1.45910872331185	1.50229591709364	1.20540459687963	0.404277181024044	0.341702671582055	0.190998662389662
mnk-1	1.34349650719612	1.27424953085105	1.15909959153366	1.77939335551698	1.72665535436507	1.74432393750164
R12G8.1	0.0694785031575932	-0.300556412293906	-0.274328377521833	0.572760459817373	0.595443768648459	0.514702351905385
C34E11.20	-0.436320384692969	-0.915310655613925	-1.08847463577524	0.553547058785337	1.22687333612928	0.702647553603529
Y25C1A.14	0.306186253877397	0.618461314623573	0.692523295142799	-0.269628291561586	-0.241748222926466	0.132010337247915
txdc-12.2	1.15893298727208	1.0981411294801	0.866548299801223	1.48241823384593	1.56500544310657	1.35433366054618
Y73E7A.3	1.18967437060565	1.06903113155963	0.9783905767989	0.412950194050085	0.327577897665481	0.105618953535214
H11E01.t1	-0.233265375978384	-4	-0.107701167873528	0.416112354955424	0.665838912533814	0.804287429253979
