"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Rheb",729.755673958456,-0.0636210812912659,0.0814888812324089,-0.780733277093553,0.434959384345093,0.675622947489788
"Rhebl1",26.2842137122173,0.322671821045911,0.406444794634833,0.793888432833326,0.427260384206356,0.669650380871142
"Rhno1",289.314239706117,0.165243080522945,0.125791703301141,1.31362463649418,0.188972553764239,0.434135628668039
"Rho",83.3271534089223,-4.05703299167099,1.12890141487546,-3.59378856134975,0.000325904340431215,0.00444052827773914
"Rhoa",1703.32282396902,-0.038518007139241,0.0595356775440814,-0.646973524584842,0.517649078580765,0.736327136288295
"Rhob",32.6970902207896,-1.66883380511578,0.363595320264851,-4.58981101269444,0.00000443647505679453,0.000103477166075973
"Rhobtb1",5.56040619641752,1.47440930184783,1.10741723848655,1.33139457343362,0.183059214045711,0.426970701988608
"Rhobtb2",145.310397039933,-0.199152957782903,0.16567139885631,-1.20209619256992,0.229326261358886,0.484370689959324
"Rhobtb3",5.5701180525038,2.05583098604344,1.15835321612903,1.77478765321133,0.0759329557591188,0.255515053801657
"Rhoc",650.181534509273,0.688874465107983,0.0823956932795304,8.36056397718448,0.0000000000000000624191373500795,0.00000000000000533821024959988
"Rhod",10.5691733463214,0.352023542253084,0.667471995761877,0.527398219683016,0.597917079574793,0.791672487639535
"Rhof",374.298602372469,0.00675353632728177,0.108810078029542,0.0620671949656005,0.950509321235676,0.981035105484323
"Rhog",772.490520219878,-0.253730572490603,0.0838846904877292,-3.02475423125891,0.00248835240761488,0.0232075555821311
"Rhoh",6.06933287836936,1.33795027620404,1.23359275639449,1.0845964109862,0.278100445305379,0.535391843642678
"Rhoj",10.0472042511879,1.31859673043593,0.819480834102742,1.60906353823354,0.107602448989925,0.316021188199784
"Rhoq",285.885674291613,-0.694945915895859,0.115288742437532,-6.02787315745426,0.00000000166131349060956,0.0000000701569591469217
"Rhot1",621.280307574712,0.0305458983100232,0.0925798274487832,0.329941188612841,0.741444400513604,0.876361179580741
"Rhot2",321.259243163405,-0.11001668605044,0.116754549900563,-0.942290353088073,0.346044005806602,0.599886077378655
"Rhox5",17.4500324644977,3.70335744646933,0.73618204801636,5.03049137974501,0.000000489224384264084,0.0000140347535384452
"Rhpn1",5.2674836764515,1.06847804107357,1.12431761078766,0.950334701530673,0.341942211745055,0.595127376847466
"Rhpn2",7.97434271904872,1.71858770385718,0.880394362165507,1.95206577610285,0.0509303958301046,0.200565167245225
"Ribc1",15.4638935395428,-0.637181417222222,0.633053630825307,-1.00652043712558,0.314165285650791,0.570058654160589
"Ric1",240.467357171174,0.0803901321535538,0.138156135694678,0.58187884127864,0.560648293448623,0.764893698636939
"Ric3",4.8341658256907,0.545080638958694,1.20275993719554,0.453191548955022,0.650410817331942,0.822831026219833
"Ric8a",260.066908438468,-0.274220454299531,0.130982714829096,-2.09356215174902,0.036299002089351,0.159481043751533
"Ric8b",122.596434298998,0.0233738924944447,0.173860813818075,0.134440257014457,0.89305445006609,0.95312411992769
"Rictor",532.024907377399,0.222392600239144,0.0990478219396092,2.24530530691266,0.0247485395910395,0.124918575114683
"Rida",44.5344637627435,0.182672617731682,0.292087876092612,0.625402944399382,0.531706630154008,0.745182911908719
"Rif1",1850.08657947283,0.184689630072706,0.0580484619038445,3.18164554262675,0.00146440922879353,0.0151746744081895
"Rilp",6.19340642438926,0.367999823321898,1.11944732909064,0.328733486389963,0.742357141272577,0.876716009214583
