#OTU ID	normal_4	model_2	normal_2	normal_3	normal_5	betaine_1	betaine_2	betaine_3	betaine_5	model_1	model_3	model_4	model_5	betaine_4	normal_1	Taxonomy
OTU1	17.0	216.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU10	59.0	2.0	11.0	11.0	1.0	1.0	14.0	20.0	108.0	6.0	8.0	10.0	15.0	0.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes
OTU100	36.0	7.0	0.0	10.0	0.0	0.0	0.0	69.0	0.0	5.0	0.0	0.0	0.0	6.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales
OTU1000	0.0	0.0	6.0	0.0	63.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	23.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1001	0.0	0.0	0.0	0.0	59.0	7.0	2.0	0.0	0.0	0.0	5.0	0.0	3.0	0.0	16.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae
OTU1002	2.0	0.0	5.0	0.0	71.0	0.0	0.0	0.0	0.0	10.0	2.0	0.0	1.0	0.0	13.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1003	2.0	0.0	30.0	0.0	21.0	6.0	13.0	1.0	9.0	1.0	17.0	10.0	18.0	0.0	13.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales
OTU1004	8.0	0.0	24.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes
OTU1005	0.0	0.0	0.0	0.0	26.0	2.0	2.0	0.0	0.0	0.0	52.0	29.0	15.0	0.0	2.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes
OTU1006	6.0	11.0	9.0	2.0	60.0	1.0	1.0	0.0	0.0	6.0	3.0	1.0	1.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1008	6.0	4.0	2.0	0.0	52.0	0.0	0.0	0.0	4.0	1.0	1.0	1.0	0.0	2.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1009	0.0	2.0	24.0	0.0	29.0	4.0	15.0	2.0	12.0	0.0	29.0	8.0	20.0	0.0	14.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales
OTU101	44.0	16.0	0.0	10.0	0.0	0.0	0.0	83.0	0.0	17.0	0.0	0.0	0.0	7.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales
OTU1010	2.0	0.0	23.0	1.0	20.0	3.0	15.0	3.0	13.0	1.0	12.0	11.0	10.0	0.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales
OTU1012	19.0	1.0	6.0	0.0	61.0	5.0	0.0	7.0	0.0	2.0	4.0	0.0	1.0	0.0	19.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium IV
OTU1013	22.0	2.0	3.0	0.0	49.0	4.0	7.0	9.0	0.0	3.0	3.0	6.0	2.0	0.0	19.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium IV
OTU1014	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	70.0	0.0	0.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes
OTU1015	0.0	0.0	0.0	0.0	0.0	41.0	1.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1017	0.0	0.0	0.0	0.0	0.0	73.0	1.0	0.0	0.0	0.0	0.0	33.0	1.0	2.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter
OTU1018	0.0	0.0	0.0	0.0	1.0	0.0	29.0	0.0	0.0	1.0	17.0	0.0	34.0	0.0	2.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter
OTU102	55.0	12.0	12.0	7.0	3.0	14.0	35.0	22.0	253.0	16.0	49.0	24.0	26.0	13.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1021	0.0	2.0	4.0	11.0	1.0	15.0	36.0	13.0	7.0	0.0	6.0	8.0	16.0	5.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU1022	0.0	0.0	0.0	0.0	8.0	1.0	25.0	0.0	0.0	0.0	5.0	31.0	29.0	0.0	2.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU1023	17.0	1.0	4.0	2.0	39.0	17.0	97.0	14.0	5.0	7.0	7.0	7.0	2.0	1.0	32.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1024	0.0	0.0	3.0	0.0	0.0	0.0	46.0	0.0	1.0	0.0	69.0	5.0	76.0	11.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1025	0.0	9.0	0.0	16.0	0.0	0.0	0.0	43.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes
OTU1027	0.0	15.0	0.0	21.0	0.0	0.0	0.0	72.0	0.0	19.0	0.0	0.0	0.0	4.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes
OTU1029	9.0	20.0	0.0	14.0	0.0	0.0	0.0	49.0	0.0	21.0	0.0	0.0	0.0	24.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter
OTU103	44.0	8.0	1.0	3.0	2.0	0.0	16.0	17.0	88.0	10.0	26.0	13.0	9.0	5.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1031	4.0	15.0	0.0	37.0	0.0	0.0	0.0	86.0	0.0	6.0	0.0	0.0	0.0	37.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU1032	0.0	19.0	10.0	21.0	0.0	0.0	51.0	55.0	0.0	26.0	0.0	29.0	4.0	2.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes
OTU1033	0.0	0.0	6.0	2.0	3.0	0.0	2.0	53.0	2.0	0.0	7.0	0.0	13.0	3.0	8.0	k__Bacteria;p__Firmicutes
OTU1034	0.0	15.0	10.0	20.0	0.0	1.0	48.0	97.0	3.0	22.0	4.0	34.0	2.0	1.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes
OTU1035	0.0	39.0	17.0	41.0	0.0	0.0	81.0	144.0	3.0	57.0	5.0	41.0	6.0	4.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes
OTU1036	3.0	8.0	0.0	20.0	0.0	0.0	0.0	48.0	1.0	3.0	0.0	0.0	0.0	9.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU1037	25.0	26.0	0.0	13.0	0.0	0.0	0.0	70.0	0.0	16.0	0.0	0.0	1.0	0.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter
OTU1038	3.0	10.0	9.0	37.0	2.0	145.0	26.0	33.0	61.0	1.0	15.0	8.0	14.0	217.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides
OTU1039	2.0	2.0	0.0	2.0	1.0	30.0	0.0	4.0	6.0	2.0	2.0	0.0	2.0	67.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae
OTU104	47.0	14.0	7.0	2.0	3.0	10.0	32.0	17.0	111.0	6.0	33.0	19.0	13.0	14.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1041	3.0	0.0	1.0	29.0	1.0	13.0	4.0	0.0	65.0	0.0	1.0	3.0	9.0	15.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales
OTU1043	2.0	1.0	4.0	0.0	1.0	0.0	4.0	46.0	159.0	1.0	1.0	3.0	46.0	0.0	2.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales
OTU1044	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0	0.0	1.0	2.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1045	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0	0.0	0.0	5.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1046	0.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	102.0	2.0	0.0	5.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1047	0.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	62.0	0.0	0.0	6.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1048	2.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1049	1.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU105	23.0	5.0	5.0	4.0	0.0	1.0	18.0	13.0	93.0	6.0	13.0	10.0	12.0	7.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1050	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1051	1.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1052	2.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1053	0.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1054	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1055	2.0	37.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1056	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1057	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1058	1.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1059	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU106	3.0	83.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1060	1.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1061	3.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1062	1.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1063	1.0	113.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1064	7.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	25.0	7.0	54.0	3.0	37.0	3.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	1.0	38.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1066	0.0	0.0	0.0	0.0	0.0	1.0	10.0	0.0	0.0	0.0	50.0	8.0	6.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Acetatifactor
OTU1067	15.0	3.0	4.0	11.0	1.0	0.0	0.0	0.0	23.0	11.0	33.0	1.0	45.0	1.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1068	0.0	0.0	0.0	0.0	0.0	57.0	14.0	0.0	0.0	0.0	141.0	15.0	29.0	1.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU107	8.0	83.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1070	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	97.0	1.0	46.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1071	53.0	32.0	22.0	6.0	0.0	37.0	15.0	31.0	1.0	28.0	183.0	28.0	23.0	51.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1072	0.0	0.0	0.0	0.0	3.0	1.0	13.0	0.0	0.0	0.0	38.0	1.0	18.0	0.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter
OTU1074	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	116.0	1.0	43.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1075	1.0	0.0	0.0	0.0	0.0	1.0	22.0	0.0	0.0	0.0	34.0	8.0	15.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Acetatifactor
OTU1076	11.0	7.0	7.0	8.0	0.0	0.0	0.0	0.0	27.0	6.0	0.0	96.0	4.0	3.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1077	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter
OTU1078	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter
OTU1079	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter
OTU108	2.0	81.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1080	3.0	0.0	1.0	0.0	10.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	70.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1081	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter
OTU1082	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter
OTU1083	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1084	10.0	2.0	4.0	0.0	30.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	128.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1087	4.0	0.0	11.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes
OTU1088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1089	3.0	0.0	7.0	38.0	0.0	26.0	6.0	1.0	111.0	0.0	13.0	7.0	20.0	16.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales
OTU1090	61.0	2.0	19.0	9.0	2.0	0.0	18.0	16.0	98.0	8.0	18.0	15.0	12.0	2.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes
OTU1091	5.0	23.0	84.0	50.0	10.0	14.0	42.0	22.0	37.0	15.0	25.0	68.0	48.0	6.0	3.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU1092	4.0	5.0	89.0	17.0	27.0	14.0	11.0	18.0	11.0	5.0	3.0	11.0	10.0	10.0	6.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides
OTU1093	5.0	3.0	56.0	27.0	3.0	3.0	11.0	24.0	60.0	5.0	13.0	27.0	27.0	7.0	2.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU1094	39.0	0.0	7.0	3.0	3.0	2.0	7.0	17.0	85.0	6.0	14.0	8.0	10.0	0.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes
OTU1095	5.0	24.0	76.0	60.0	5.0	62.0	26.0	23.0	35.0	20.0	11.0	22.0	17.0	16.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU1096	2.0	21.0	90.0	40.0	4.0	56.0	20.0	19.0	38.0	8.0	7.0	13.0	11.0	9.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU1097	0.0	11.0	16.0	49.0	0.0	0.0	47.0	19.0	2.0	81.0	3.0	31.0	8.0	7.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes
OTU1098	9.0	3.0	20.0	49.0	1.0	0.0	0.0	7.0	3.0	2.0	0.0	2.0	0.0	2.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella
OTU11	2.0	149.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU110	25.0	9.0	0.0	7.0	0.0	0.0	0.0	70.0	0.0	8.0	0.0	0.0	0.0	12.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales
OTU1101	20.0	35.0	53.0	98.0	1.0	0.0	1.0	46.0	10.0	56.0	1.0	2.0	1.0	1.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU1102	16.0	1.0	19.0	88.0	1.0	0.0	0.0	23.0	5.0	6.0	0.0	2.0	2.0	2.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella
OTU1103	16.0	12.0	15.0	24.0	0.0	3.0	3.0	32.0	24.0	26.0	2.0	0.0	1.0	30.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter
OTU1104	4.0	8.0	37.0	53.0	1.0	0.0	2.0	29.0	26.0	13.0	0.0	3.0	3.0	8.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU1105	18.0	44.0	55.0	74.0	1.0	0.0	1.0	10.0	24.0	37.0	4.0	4.0	4.0	0.0	1.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes
OTU1106	2.0	4.0	29.0	106.0	1.0	0.0	0.0	22.0	20.0	13.0	0.0	3.0	0.0	27.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU1107	4.0	1.0	17.0	34.0	14.0	0.0	6.0	5.0	1.0	1.0	7.0	10.0	6.0	0.0	1.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella
OTU1108	23.0	0.0	29.0	2.0	0.0	0.0	2.0	11.0	23.0	58.0	0.0	0.0	0.0	25.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Acetatifactor
OTU1109	13.0	13.0	25.0	124.0	0.0	3.0	5.0	70.0	34.0	41.0	1.0	5.0	4.0	59.0	1.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU111	37.0	9.0	0.0	11.0	0.0	0.0	0.0	63.0	0.0	9.0	0.0	0.0	0.0	7.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales
OTU1110	3.0	8.0	39.0	131.0	0.0	0.0	0.0	25.0	28.0	18.0	1.0	0.0	0.0	66.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU1111	3.0	11.0	11.0	62.0	0.0	0.0	2.0	31.0	29.0	8.0	1.0	2.0	2.0	46.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU1112	6.0	5.0	15.0	59.0	0.0	0.0	1.0	10.0	7.0	10.0	2.0	3.0	0.0	29.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU1113	5.0	82.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	1.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1114	78.0	6.0	40.0	14.0	36.0	31.0	2.0	10.0	0.0	9.0	0.0	25.0	0.0	2.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes
OTU1115	1.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1116	46.0	7.0	0.0	0.0	1.0	27.0	5.0	3.0	3.0	8.0	16.0	1.0	6.0	11.0	8.0	k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae;g__Mucispirillum
OTU1118	3.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1119	16.0	6.0	23.0	7.0	1.0	0.0	2.0	31.0	19.0	1.0	0.0	0.0	1.0	3.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales
OTU112	5.0	16.0	0.0	68.0	0.0	0.0	0.0	60.0	0.0	7.0	0.0	0.0	1.0	34.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
