#OTU ID	normal_4	model_2	normal_2	normal_3	normal_5	betaine_1	betaine_2	betaine_3	betaine_5	model_1	model_3	model_4	model_5	betaine_4	normal_1	Taxonomy
OTU1952	12.0	43.0	3.0	2.0	0.0	3.0	1.0	19.0	0.0	2.0	3.0	4.0	1.0	4.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1953	63.0	0.0	55.0	0.0	23.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU1956	32.0	5.0	2.0	0.0	1.0	10.0	0.0	2.0	3.0	5.0	4.0	0.0	1.0	3.0	11.0	k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae;g__Mucispirillum
OTU1959	68.0	27.0	3.0	2.0	1.0	0.0	0.0	3.0	4.0	51.0	1.0	0.0	0.0	21.0	2.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium XlVb
OTU196	0.0	0.0	0.0	0.0	10.0	0.0	60.0	0.0	0.0	0.0	39.0	0.0	101.0	0.0	2.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU1960	62.0	21.0	5.0	0.0	4.0	0.0	0.0	1.0	2.0	53.0	1.0	0.0	0.0	20.0	2.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium XlVb
OTU1961	52.0	9.0	2.0	0.0	2.0	22.0	2.0	6.0	4.0	7.0	12.0	0.0	3.0	20.0	6.0	k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae;g__Mucispirillum
OTU1962	51.0	33.0	20.0	7.0	0.0	6.0	1.0	34.0	0.0	33.0	9.0	0.0	2.0	56.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1963	60.0	11.0	3.0	18.0	2.0	1.0	0.0	2.0	6.0	0.0	0.0	6.0	1.0	3.0	7.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1965	28.0	13.0	2.0	0.0	1.0	29.0	3.0	10.0	2.0	12.0	11.0	1.0	6.0	17.0	2.0	k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae;g__Mucispirillum
OTU1966	68.0	0.0	17.0	0.0	44.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	51.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes
OTU1967	22.0	2.0	0.0	0.0	0.0	12.0	0.0	4.0	0.0	2.0	5.0	0.0	0.0	8.0	1.0	k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae;g__Mucispirillum
OTU1968	42.0	4.0	2.0	1.0	3.0	20.0	3.0	12.0	8.0	14.0	2.0	1.0	3.0	11.0	8.0	k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae;g__Mucispirillum
OTU1969	3.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1970	1.0	41.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1971	5.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1973	17.0	4.0	0.0	1.0	0.0	10.0	2.0	4.0	1.0	2.0	9.0	0.0	2.0	4.0	8.0	k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae;g__Mucispirillum
OTU1974	21.0	78.0	9.0	7.0	1.0	27.0	11.0	30.0	4.0	4.0	10.0	9.0	9.0	10.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1975	9.0	533.0	1.0	61.0	13.0	2.0	32.0	43.0	1.0	12.0	57.0	190.0	61.0	9.0	1.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1976	59.0	50.0	14.0	5.0	0.0	2.0	1.0	49.0	0.0	43.0	2.0	0.0	0.0	5.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1977	32.0	7.0	0.0	1.0	0.0	19.0	4.0	5.0	4.0	7.0	7.0	0.0	0.0	7.0	12.0	k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae;g__Mucispirillum
OTU1979	73.0	17.0	2.0	0.0	1.0	28.0	3.0	19.0	7.0	22.0	11.0	2.0	2.0	22.0	10.0	k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae;g__Mucispirillum
OTU198	0.0	0.0	0.0	0.0	6.0	0.0	58.0	0.0	0.0	0.0	17.0	0.0	27.0	0.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU1982	2.0	0.0	5.0	0.0	32.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	7.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1984	6.0	4.0	2.0	0.0	40.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1985	8.0	5.0	3.0	0.0	20.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0	0.0	3.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1987	8.0	0.0	39.0	0.0	85.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes
OTU1988	3.0	4.0	1.0	0.0	35.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	27.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1989	13.0	2.0	0.0	0.0	24.0	1.0	0.0	0.0	2.0	13.0	28.0	6.0	2.0	4.0	9.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium XlVb
OTU199	11.0	4.0	0.0	15.0	0.0	0.0	0.0	42.0	0.0	10.0	0.0	0.0	0.0	3.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales
OTU1990	0.0	0.0	0.0	0.0	55.0	1.0	32.0	0.0	0.0	0.0	19.0	0.0	38.0	0.0	26.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides
OTU1991	1.0	0.0	11.0	3.0	97.0	0.0	1.0	0.0	2.0	3.0	0.0	3.0	7.0	3.0	25.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales
OTU1993	17.0	3.0	2.0	0.0	39.0	5.0	1.0	5.0	0.0	3.0	1.0	2.0	4.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae
OTU1994	3.0	0.0	17.0	0.0	79.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	35.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU1996	1.0	0.0	3.0	0.0	59.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	1.0	0.0	17.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1997	37.0	0.0	31.0	0.0	102.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter
OTU1999	15.0	2.0	16.0	4.0	51.0	1.0	2.0	4.0	0.0	1.0	0.0	2.0	3.0	1.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes
OTU2	6.0	213.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU20	85.0	12.0	1.0	0.0	0.0	4.0	0.0	20.0	7.0	23.0	0.0	0.0	0.0	2.0	1.0	k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae;g__Mucispirillum
OTU200	13.0	11.0	0.0	6.0	0.0	0.0	0.0	46.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales
OTU2000	3.0	0.0	5.0	0.0	49.0	0.0	0.0	0.0	1.0	15.0	0.0	0.0	0.0	0.0	7.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU2001	0.0	0.0	0.0	0.0	28.0	0.0	2.0	0.0	0.0	1.0	54.0	3.0	5.0	0.0	7.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium XlVb
OTU2002	5.0	0.0	8.0	0.0	74.0	0.0	0.0	0.0	0.0	23.0	1.0	0.0	0.0	0.0	21.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU2003	4.0	0.0	7.0	0.0	62.0	0.0	0.0	0.0	0.0	17.0	1.0	0.0	1.0	0.0	13.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU2004	3.0	2.0	3.0	0.0	34.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU2005	0.0	0.0	0.0	0.0	30.0	5.0	1.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	15.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium IV
OTU2006	6.0	0.0	6.0	0.0	53.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	2.0	0.0	21.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU2007	4.0	8.0	13.0	9.0	33.0	17.0	4.0	7.0	8.0	3.0	2.0	9.0	5.0	4.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU2009	2.0	0.0	7.0	0.0	0.0	45.0	4.0	0.0	6.0	1.0	5.0	14.0	0.0	2.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter
OTU201	17.0	11.0	0.0	9.0	0.0	0.0	0.0	48.0	0.0	4.0	0.0	0.0	0.0	5.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales
OTU2010	0.0	0.0	0.0	0.0	1.0	153.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella
OTU2011	0.0	0.0	0.0	0.0	1.0	31.0	2.0	0.0	0.0	0.0	8.0	0.0	1.0	0.0	15.0	k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae;g__Mucispirillum
OTU2012	0.0	0.0	0.0	0.0	39.0	35.0	4.0	0.0	0.0	0.0	7.0	132.0	1.0	0.0	25.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU2013	2.0	4.0	11.0	37.0	8.0	32.0	16.0	8.0	10.0	1.0	4.0	42.0	8.0	12.0	1.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU2015	0.0	0.0	0.0	0.0	2.0	27.0	10.0	0.0	0.0	0.0	15.0	8.0	7.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU2017	0.0	0.0	0.0	0.0	2.0	29.0	3.0	0.0	0.0	0.0	4.0	3.0	0.0	0.0	6.0	k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae;g__Mucispirillum
OTU2018	0.0	1.0	0.0	0.0	11.0	199.0	46.0	0.0	0.0	0.0	24.0	77.0	35.0	0.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU2019	0.0	0.0	0.0	0.0	0.0	95.0	0.0	0.0	0.0	1.0	0.0	53.0	0.0	0.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU202	2.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU2020	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae;g__Mucispirillum
OTU2022	0.0	0.0	0.0	0.0	5.0	24.0	17.0	0.0	1.0	0.0	5.0	32.0	10.0	0.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU2025	0.0	0.0	1.0	1.0	0.0	107.0	1.0	0.0	22.0	1.0	11.0	9.0	14.0	4.0	0.0	k__Bacteria;p__Proteobacteria
OTU2026	0.0	0.0	0.0	0.0	2.0	266.0	36.0	0.0	0.0	1.0	14.0	23.0	19.0	1.0	1.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU2028	0.0	0.0	0.0	1.0	0.0	29.0	1.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU2029	0.0	0.0	0.0	0.0	1.0	97.0	15.0	0.0	0.0	1.0	4.0	75.0	17.0	0.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU203	0.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU2030	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae;g__Mucispirillum
OTU2032	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae;g__Mucispirillum
OTU2033	0.0	0.0	1.0	0.0	0.0	0.0	16.0	0.0	1.0	0.0	29.0	1.0	18.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU2038	0.0	0.0	0.0	0.0	12.0	6.0	73.0	0.0	0.0	0.0	36.0	111.0	117.0	0.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU204	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.0	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter
OTU2040	0.0	0.0	0.0	0.0	3.0	1.0	33.0	0.0	0.0	0.0	58.0	7.0	21.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Acetatifactor
OTU2041	2.0	5.0	9.0	30.0	2.0	50.0	78.0	16.0	34.0	0.0	7.0	40.0	55.0	21.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU2043	6.0	6.0	18.0	37.0	9.0	55.0	125.0	21.0	16.0	4.0	43.0	61.0	74.0	14.0	5.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU2047	4.0	2.0	11.0	1.0	0.0	1.0	37.0	14.0	4.0	20.0	43.0	4.0	75.0	1.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU2049	0.0	0.0	0.0	0.0	3.0	8.0	45.0	0.0	0.0	0.0	17.0	16.0	46.0	0.0	1.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU205	35.0	0.0	14.0	7.0	2.0	1.0	19.0	13.0	80.0	1.0	18.0	16.0	11.0	1.0	1.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes
OTU2051	0.0	0.0	0.0	0.0	8.0	7.0	55.0	0.0	0.0	0.0	26.0	12.0	29.0	0.0	3.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU2052	0.0	0.0	0.0	0.0	0.0	1.0	25.0	0.0	3.0	0.0	37.0	2.0	33.0	4.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU2055	5.0	6.0	1.0	14.0	2.0	27.0	30.0	19.0	13.0	10.0	21.0	9.0	19.0	17.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter
OTU2056	0.0	0.0	16.0	1.0	2.0	2.0	38.0	0.0	17.0	0.0	22.0	23.0	86.0	0.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU2057	2.0	7.0	3.0	25.0	3.0	4.0	41.0	17.0	15.0	5.0	20.0	18.0	41.0	19.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU2058	0.0	0.0	15.0	0.0	25.0	7.0	20.0	1.0	8.0	0.0	10.0	2.0	35.0	0.0	23.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales
OTU206	3.0	7.0	58.0	16.0	17.0	25.0	16.0	13.0	5.0	6.0	4.0	8.0	14.0	14.0	7.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides
OTU2060	1.0	10.0	45.0	42.0	5.0	57.0	44.0	14.0	20.0	9.0	17.0	34.0	52.0	14.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU2061	3.0	5.0	20.0	29.0	6.0	36.0	101.0	24.0	18.0	4.0	32.0	22.0	38.0	16.0	2.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU2062	2.0	0.0	0.0	0.0	15.0	10.0	45.0	2.0	2.0	1.0	7.0	6.0	4.0	0.0	16.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU2063	0.0	0.0	0.0	0.0	0.0	0.0	81.0	0.0	0.0	0.0	7.0	0.0	11.0	0.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes
OTU2065	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	21.0	3.0	18.0	1.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Acetatifactor
OTU2066	8.0	27.0	22.0	42.0	4.0	5.0	64.0	17.0	7.0	24.0	37.0	65.0	58.0	1.0	6.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU2067	0.0	0.0	0.0	0.0	33.0	0.0	5.0	0.0	0.0	0.0	16.0	18.0	61.0	0.0	1.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes
OTU2068	2.0	4.0	32.0	14.0	21.0	19.0	27.0	7.0	4.0	2.0	2.0	9.0	35.0	5.0	19.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides
OTU207	61.0	1.0	13.0	19.0	3.0	1.0	18.0	34.0	142.0	10.0	24.0	18.0	17.0	0.0	3.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes
OTU2070	0.0	0.0	0.0	0.0	2.0	0.0	30.0	0.0	0.0	0.0	20.0	0.0	23.0	0.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter
OTU2073	0.0	4.0	7.0	21.0	7.0	2.0	43.0	16.0	12.0	5.0	14.0	10.0	22.0	12.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU2074	0.0	0.0	0.0	0.0	8.0	89.0	175.0	0.0	0.0	0.0	56.0	92.0	88.0	2.0	10.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU2075	13.0	4.0	8.0	0.0	0.0	9.0	28.0	12.0	0.0	11.0	23.0	5.0	51.0	23.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU2077	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	110.0	12.0	43.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU2079	0.0	0.0	17.0	0.0	6.0	1.0	73.0	3.0	9.0	0.0	23.0	17.0	31.0	0.0	1.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU208	33.0	0.0	10.0	11.0	1.0	0.0	9.0	11.0	93.0	0.0	7.0	5.0	12.0	0.0	1.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes
OTU2080	0.0	13.0	31.0	7.0	9.0	21.0	103.0	13.0	7.0	18.0	18.0	45.0	93.0	0.0	1.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Barnesiella
OTU2081	0.0	0.0	0.0	0.0	4.0	0.0	41.0	0.0	0.0	0.0	11.0	0.0	37.0	0.0	2.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU2082	0.0	0.0	0.0	1.0	0.0	1.0	24.0	0.0	0.0	0.0	18.0	0.0	39.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU2083	2.0	2.0	8.0	15.0	1.0	3.0	18.0	12.0	9.0	1.0	15.0	24.0	39.0	1.0	1.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU2084	11.0	2.0	20.0	10.0	7.0	8.0	13.0	26.0	6.0	5.0	12.0	14.0	15.0	8.0	26.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales
OTU2085	0.0	0.0	0.0	0.0	2.0	5.0	33.0	0.0	0.0	0.0	9.0	12.0	20.0	0.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU2086	9.0	13.0	5.0	10.0	1.0	17.0	9.0	65.0	3.0	6.0	6.0	5.0	8.0	3.0	1.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter
OTU2087	34.0	1.0	0.0	0.0	1.0	0.0	0.0	53.0	0.0	21.0	0.0	0.0	0.0	1.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU2088	0.0	16.0	15.0	24.0	0.0	0.0	33.0	64.0	0.0	21.0	2.0	13.0	4.0	3.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes
OTU2090	9.0	10.0	0.0	18.0	0.0	0.0	0.0	32.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter
OTU2091	37.0	16.0	19.0	19.0	10.0	8.0	14.0	95.0	10.0	5.0	14.0	4.0	11.0	6.0	13.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales
OTU2092	25.0	15.0	0.0	12.0	0.0	0.0	0.0	72.0	0.0	12.0	0.0	0.0	0.0	7.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales
OTU2093	10.0	7.0	0.0	10.0	0.0	0.0	0.0	43.0	0.0	10.0	0.0	0.0	0.0	19.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter
OTU2095	28.0	43.0	412.0	394.0	63.0	157.0	566.0	680.0	229.0	127.0	29.0	253.0	160.0	383.0	23.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU2098	8.0	14.0	0.0	42.0	0.0	0.0	0.0	132.0	0.0	5.0	0.0	1.0	0.0	30.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU2099	2.0	35.0	47.0	12.0	1.0	2.0	16.0	111.0	15.0	36.0	6.0	12.0	9.0	4.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
OTU21	53.0	24.0	0.0	28.0	0.0	0.0	0.0	120.0	0.0	22.0	0.0	0.0	0.0	16.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales
OTU210	8.0	2.0	22.0	69.0	0.0	0.0	0.0	5.0	5.0	5.0	1.0	3.0	1.0	2.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella
